Titre,Lieu,Date,Description,Prix,Lien
AV studio 780m à zaghouan 99958728,"zaghouan, Ez-Zeriba, Zaghouan",12/02/25,Description AV studio s1 situé à Zaghouan route bouficha sur une route goudronnée compteur d'eau et électricité sont disponible superficie: 780m prix: 75MD tél: 99958728/ 99202001 WhatsApp: 99958728,75 000 DT,https://www.menzili.tn/annonce/av-studio-780m-a-zaghouan-99958728-zaghouan-ezzeriba-139542
Terrain de 222 m² à vendre à Béni Khiar 51355351,"Béni Khiar, Nabeul",12/02/25,Description #MS_IMMOBILIER  met en #vente ce #lot de #terrain  dans une zone #viabilisée avec un #bon_voisinage à #Béni_Khiar   Document: titre foncier   Superficie : 222 m² Prix : 160 MD Réf : TBK004 Pour plus d’informations contactez-nous sur 51355351,160 000 DT,https://www.menzili.tn/annonce/terrain-de-222-m-a-vendre-a-beni-khiar-51355351-nabeul-benikhiar-139541
AV TERRAIN  hectare sur la route à hammamet sud,"hammamet sud, Hammamet, Nabeul",12/02/25,Description av terrain agricole de 1 hectare situé sur une route goudronnée pas loin de Hammamet sud l'eau et l'électricité sont disponible. prix: 125MD négociable pour plus d'infos appelez: 99958728 WhatsApp: 99958728,125 000 DT,https://www.menzili.tn/annonce/av-terrain-hectare-sur-la-route-a-hammamet-sud-nabeul-hammamet-139540
Une villa s+5 à ain zaghouan nord,"Aïn Zaghouan, Tunis",12/02/25,Description A louer une villa s+5 avec jardin et garage à Ain zaghwen nord . elle est composée:  Au premier niveau :  -d'un salon est naturellement lumineux grâce a son accès sur le jardin -un sejour  -une cuisine équipée -une salle d'eau invité  Au deuxieme niveau :  -trois chambres a coucher avec dressings et salle de bain  -une suite parentale avec salle de douche .  Au troisième niveau :  -une chambre avec salle de douche et une grande terrasse   la villa possède un jardin et un garage pour deux voitures. Chauffages Central et Climatiseurs sont  installés.  loyer : 4500 Dinars /Mois  contacter agence villa ( agence immobilière agréée) +216 29 387 777 #maison #jardin #duplex #immobilier #villa #Location,4 500 DT/ Mois,https://www.menzili.tn/annonce/une-villa-s-5-a-ain-zaghouan-nord-tunis-ainzaghouan-139539
"Local commercial à Louer - El Menzah 5, Ariana","menzah 5, Ariana Ville, Ariana",12/02/25,"Description Local commercial à Louer - El Menzah 5, Ariana Référence : PA-0398 Surface : 50 m² chacun Téléphone & WhatsApp : +216.29.971.100 / +216.25.28.75.28 Paradis Immobilier vous propose deux espaces commerciaux avec terrasse, situés dans un emplacement stratégique à El Menzah 5. Donnant sur deux rues principales très fréquentées, ces locaux offrent une excellente visibilité et accessibilité, idéals pour tout type de commerce (hors restauration et café). Prix : 2 500 Milles Dinars",2 500 DT/ Mois,https://www.menzili.tn/annonce/local-commercial-a-louer-el-menzah-5-ariana-ariana-arianaville-139538
Maison S+2 à vendre à 150 MD à Hammamet Sud 51355351,"Hammamet Sud, Nabeul",12/02/25,Description #A_VENDRE chez notre agence #MS_IMMOBILIER cette #maison de style S+2 avec un #jardin  et un #garage dans un quartier #calme  à #Hammamet_Sud   Superficie terrain : 170 m²  Superficie Couvert : 100 m²  Prix : 150 MD  Réf: MHS149  Pour plus d’informations contactez-nous sur  51355351,150 000 DT,https://www.menzili.tn/annonce/maison-s-2-a-vendre-a-150-md-a-hammamet-sud-51355351-nabeul-hammametsud-139537
Fonds de Commerce à Vendre – Ariana Centre-Ville,"Ariana Ville, Ariana",12/02/25,"Description Fonds de Commerce à Vendre – Ariana Centre-Ville Référence : PA-0392 Surface : 32 m² Téléphone & WhatsApp : +216.29.971.100 / +216.25.28.75.28 Paradis Immobilier vous propose un fonds de commerce de pizzeria à vendre, situé en plein centre-ville d’Ariana. Emplacement stratégique offrant une excellente visibilité et un passage fréquent, idéal pour tout type de commerce ou investissement. Prix : 65 Milles Dinars avec matériel 55 Milles Dinars sans matériel Loyer : 340 DT / mois Contactez-nous dès maintenant pour plus d’informations !",65 000 DT,https://www.menzili.tn/annonce/fonds-de-commerce-a-vendre-ariana-centre-ville-ariana-arianaville-139536
AV villa meublé 750m avec piscine à hammamet sud,"hammamet sud, Hammamet, Nabeul",12/02/25,"Description AV belle villa plain-pied, situé à Hammamet sud zone (MONCHAR) ,elle se distingue par son style moderne et style arabesque ,l’entrée bénéficié d’un jardin gazonnée avec abri de trois voitures , la villa est composée d’un grand salon, deux chambres à coucher avec dressing , suite parentale ,cuisine bien équipée et aménagé , salle de bain ,deux terrasse couvert avec piscine (8/4).la villa est bien équipé par le chauffage centrale et la climatisation . -superficie:750m prix: 590MD négociable pour plus d'infos appelez: 99958728/ 99202001 WhatsApp: 28466261",590 000 DT,https://www.menzili.tn/annonce/av-villa-meuble-750m-avec-piscine-a-hammamet-sud-nabeul-hammamet-139535
"Villa à Louer - El Menzah 5, Ariana","Ariana Ville, Ariana",12/02/25,"Description Villa à Louer - El Menzah 5, Ariana Référence : PA-0399 Surface : 800 m² Téléphone et WhatsApp : +216.29.971.100 / +216.25.28.75.28 Paradis Immobilier vous propose une magnifique villa S+3, spacieuse et lumineuse, avec jardin, abri voiture et sécurité. Située dans un quartier calme et résidentiel, elle offre un cadre de vie agréable avec un parking pour deux voitures. Un emplacement stratégique pour un maximum de confort et de sérénité. Prix : 2 900 Dinars (Négociable)",2 900 DT/ Mois,https://www.menzili.tn/annonce/villa-a-louer-el-menzah-5-ariana-ariana-arianaville-139534
CONSTRUCTION VILLA EN ZONE URBAINE DJERBA - RÉF P694,"Djerba-Houmt Souk, Médenine",02/01/25,"Description Construction clé en main - villa ZU Djerba Houmt Souk avec titre bleu  Terrain viabilisé disponible à la construction avec un modèle moderne avec étage. Situé dans un lotissement proche du centre ville, sur un lot de 401 m². La villa est de 195 m² couvert sur 2 niveaux:  Au rez-de-chaussée, un bel espace de vie avec salon séjour, salle à manger et cuisine. 1 salle d'eau et 1 chambre d'ami.   L’étage est composé de 2 suites avec terrasses.   Garage 24 m² - piscine 3.5 x 6.75 - pièces lumineuses - dressing dans toutes les chambres - jardin arboré...",Non disponible,https://www.menzili.tn/annonce/construction-villa-en-zone-urbaine-djerba-rEf-p694-medenine-djerbahoumtsouk-138127
AV terrain 5500m avec oliviers à zaghouan,"zaghouan, Ez-Zeriba, Zaghouan",12/02/25,Description AV terrain de 5500m sur une route goudronnée entre zaghouan et bouficha contient 50 oliviers l'eau et l'électricité sont disponible. prix: 90MD négociable tél: 99958728/ 99202001 WhatsApp: 28466261,90 000 DT,https://www.menzili.tn/annonce/av-terrain-5500m-avec-oliviers-a-zaghouan-zaghouan-ezzeriba-139533
A vendre S2 à sahloul neuf,"Sahloul, Sousse",12/02/25,Description L’immobilière internationale -Tunisie propose pour la vente une chic et spacieux appartement haut standing de type S+2 avec ascenseur et d’une superficie 116m² situé à sahloul dans un endroit recherché. #directe_promoteur Se compose d’un : ✅Lumineux salon avec balcon ✅deux chambres à coucher avec dressing ✅Une cuisine bien équipée offrant sur un séchoir  ✅Une salle de bain avec baignoire Equipements ✅ Climatisations  ✅ Chauffage Centrale  ✅ Place Parking  Prix : 337.000 DT Pour plus d’information contactez :  53 528 889 / 55 528 102 Viber et Whatsapp ☎️ 73 242 044,337 000 DT,https://www.menzili.tn/annonce/a-vendre-s2-a-sahloul-neuf-sousse-sahloul-139532
A vendre un bureau à l'avenue de la liberté Tunis,"avenue de la Liberté Tunis, Centre Ville - Lafayette, Tunis",12/02/25,"Description l'agence immobilière relasser met à vendre un bureau  dans un immeuble propre,gardé jour et nuit  situé au 6 éme étage avec ascenseur  sis au plein centre ville à l'avenue de la liberté.il est composé de 2 pièces,hall et une toilette.  la superficie est de 62.16  m² .    prix :116 496.000 dinars .  pour plus d'informations veuillez nous contacter au  + 216 20 015 980   +216 71 351 875.",116 496 DT,https://www.menzili.tn/annonce/a-vendre-un-bureau-a-l-avenue-de-la-liberte-tunis-tunis-centrevillelafayette-139531
Appartement RDC S+1 avec jardin à Hammamet à vendre 51355351,"Hammamet, Nabeul",12/02/25,Description #MS_IMMOBILIER met en #vente  cet #appartement #RDC  de style S+1 avec un coin #jardin et une #entrée_indépendante  à #Hammamet    Superficie: 60 m²  Prix: 105 MD  Réf: AH045  Pour plus d’informations contactez-nous sur  51355351,105 000 DT,https://www.menzili.tn/annonce/appartement-rdc-s-1-avec-jardin-a-hammamet-a-vendre-51355351-nabeul-hammamet-139530
A louer coquet appartement S3,"Medina Jedida, Ben Arous",12/02/25,Description À LOUER  Appartement S3 à Nouvelle Médina 3    Découvrez un cadre de vie idyllique dans cet appartement S3 spacieux situé dans une résidence sécurisée avec ascenseur. Idéal  pour les familles à la recherche de confort et de praticité    Caractéristiques Exceptionnelles   - Espace de Vie Accueillant  Un salon lumineux avec un balcon idéal pour vos moments de détente. - Cuisine ÉquipéeCuisine agencée avec hotte et plaque accompagnée d’un séchoir pratique. - Chambres Confortables Trois chambres à coucher spacieuses dont deux avec dressings. La troisième chambre dispose également d’un balcon cosy. - Salles de BainUne salle d’eau moderne et une salle de bain pour plus de commodité. - Confort Toute l’Année Profitez du chauffage central pour un bien-être optimal été comme hiver.   Prix  850 DT incluant le  rapport qualité-prix exceptionnel qui ne dure pas    Pour plus d’informations ou pour visiter ce bien contactez-nous   26 526 520  20 813 000  Ne manquez pas cette opportunité  de louer un appartement qui allie confort sécurité et modernité  Votre nouveau chez-vous vous attend à Nouvelle Médina 3    Venez le découvrir dès aujourd’hui,850 DT,https://www.menzili.tn/annonce/a-louer-coquet-appartement-s3-benarous-medinajedida-139529
Superbe lot de terrain à AFH Mrezga à vendre 51355351,"Mrezga, Nabeul",12/02/25,Description #A_VENDRE chez notre #agence  #MS_IMMOBILIER ce superbe #terrain ayant 2 #façades à #AFH_Mrezga   Possible de bâtir en R+2  Document: Titre foncier  Superficie: 380 m²  Prix: 1200 dt/m²  Réf: TM035  Pour plus d’informations contactez-nous sur le  51355351,Non disponible,https://www.menzili.tn/annonce/superbe-lot-de-terrain-a-afh-mrezga-a-vendre-51355351-nabeul-mrezga-139526
Maison a vendre,"L'aouina, Tunis",12/02/25,Description فرصة دار للبيع االمساحة متاعها 150ميترو موجودة في حي حشاد االمحمدية ااثمن معقول مع االعلم وراقها قانونية االاتصال على رقم 58318672,90 DT,https://www.menzili.tn/annonce/maison-a-vendre-tunis-laouina-139525
Location Appartement Zied à Hammamet,"Hammamet, Hammamet, Nabeul",11/02/25,"Description A louer pour toute l’année, un appartement s+1 non meublé tout neuf jamais habité, situé dans un quartier calme proche du théâtre et hôtel sindbed, à 5 min du centre ville. L’appartement est composé comme suit :  Un salon Salle de bain   Une cuisine semi équipée ouverte  Une chambre à coucher  Prix : 800 DT /mois  Pour tout renseignement vous pouvez contacter AGENCE IMMOBILIÈRE BEN SALEM sur :   Commercial: Tel: + 216 28 824 826  Av. de la République Immeuble Mtir Haouel (en face Hôtel Khella) 2ème étage Bureau A2, HAMMAMET 8050",800 DT/ Mois,https://www.menzili.tn/annonce/location-appartement-zied-a-hammamet-nabeul-hammamet-139524
"Maison S+3 Meublé à Louer - Menzah 5, Tunis","menzah 5, Menzah, Ariana",11/02/25,"Description Maison S+3 Meublé à Louer - Menzah 5, Tunis Référence : PA-0409 Surface : 150 m² Prix du loyer : 1 100 DT Téléphone & WhatsApp : +216.29.971.100 / +216.25.28.75.28 Paradis Immobilier vous propose un appartement S+3 meublé à louer à Menzah 5. D'une superficie de 150 m², il offre un cadre de vie confortable et bien équipé.",1 100 DT,https://www.menzili.tn/annonce/maison-s-3-meuble-a-louer-menzah-5-tunis-ariana-menzah-139523
"1er Étage de Villa à Louer S+3 à Louer - Cité El Ghazala 2, Ariana","Ghazela, Ariana",11/02/25,"Description 1er Étage de Villa à Louer S+3 à Louer - Cité El Ghazala 2, Ariana Référence : PA-0362 Surface : 125 m² Prix : 1 250 DT Téléphone & WhatsApp : +216.29.971.100 / +216.25.28.75.28 Paradis Immobilier vous propose un appartement S+3 neuf, jamais habité, situé au 1er étage à Cité Les Journalistes, proche du terminus. Grand salon lumineux avec terrasse Trois chambres à coucher Salle de bain avec douche à l’italienne & salle d’eau invités Grande cuisine avec séchoir Garage privé Chauffage central & gaz de ville Disponible immédiatement. Contactez-nous pour plus d’informations ou une visite !",1 250 DT/ Mois,https://www.menzili.tn/annonce/1er-Etage-de-villa-a-louer-s-3-a-louer-cite-el-ghazala-2-ariana-ariana-ghazela-139522
Un terrain de 720m² à vendre situé à ksour Gharnata,"Akouda, Sousse",11/02/25,Description Ne laissez pas rater cette occasion Agence Basma immobilier vous propose un terrain à vendre d'une superficie de720m² située à ksour Gharnata chatt mariem. ✔️prix: 250.000dt Titrée Pour plus de renseignements contactez nous sur : ✅téléphone☎️: 46010000/52080000/52110000 / 73319380 ✅WhatsApp: 46 010 000/ 52 110 000,250 000 DT,https://www.menzili.tn/annonce/un-terrain-de-720m-a-vendre-situe-a-ksour-gharnata-sousse-akouda-139521
Bonne Affaire Villa à vendre à Hergla Sousse,"Rue Habib Bourguiba Hergla, Hergla, Sousse",11/02/25,"Description Villa sur terrain 321m2 S+2 avec garage, jardin situé à 200m de la plage de El Ain et la Forêt de ELMADFOUN",350 000 DT,https://www.menzili.tn/annonce/bonne-affaire-villa-a-vendre-a-hergla-sousse-sousse-hergla-139520
Fonds et murs de café à vendre - La Marsa,"La Marsa, Tunis",11/02/25,"Description Fonds et murs de café à vendre - La Marsa Référence : PA-0393 Surface : 120 m² Téléphone & WhatsApp : +216.29.971.100 / +216.25.28.75.28 Paradis Immobilier vous propose à la vente un café en activité situé à La Marsa, proche de toutes commodités et commerces. Opportunité à ne pas manquer avec un prix très intéressant. Le bien est vendu avec son matériel. Prix : 200 Mille Dinars",Non disponible,https://www.menzili.tn/annonce/fonds-et-murs-de-cafe-a-vendre-la-marsa-tunis-lamarsa-139519
